Heart_Rate_bpm,Temperature_C,Humidity_percent,Respiratory_Rate_breaths_min,Health_Status
109,37,91,22,Heat_Stress
67,37,34,21,Heat_Stress
56,40,67,13,Respiratory_Infection
70,39,71,22,Fever
84,38,62,16,Heat_Stress
48,38,51,23,Fever
81,37,69,17,Heat_Stress
73,37,70,22,Heat_Stress
85,40,73,4,Fever
48,38,83,23,Heat_Stress
75,40,48,17,Normal
58,39,68,18,Fever
75,37,73,20,Respiratory_Infection
58,38,60,23,Fever
66,39,63,14,Fever
59,39,79,9,Respiratory_Infection
79,39,88,14,Fever
43,39,59,22,Respiratory_Infection
66,38,67,22,Fever
99,38,75,14,Normal
87,38,78,24,Heat_Stress
64,39,82,26,Fever
73,39,64,10,Fever
77,40,53,20,Fever
76,38,92,23,Normal
98,39,61,21,Normal
77,38,75,22,Normal
88,39,47,19,Heat_Stress
61,39,48,24,Heat_Stress
82,36,47,28,Heat_Stress
70,40,42,19,Normal
76,38,47,27,Normal
58,39,58,19,Heat_Stress
76,38,65,20,Respiratory_Infection
64,38,55,22,Fever
98,38,91,23,Heat_Stress
77,40,62,17,Respiratory_Infection
73,38,77,18,Heat_Stress
76,39,55,18,Respiratory_Infection
61,37,65,9,Heat_Stress
64,39,88,4,Normal
89,39,31,19,Fever
103,38,80,15,Respiratory_Infection
62,38,62,29,Fever
81,38,43,18,Heat_Stress
55,38,47,15,Heat_Stress
87,39,76,23,Fever
74,40,34,27,Respiratory_Infection
68,40,51,14,Fever
58,40,58,21,Respiratory_Infection
71,39,54,24,Heat_Stress
71,40,66,14,Fever
64,39,78,32,Fever
60,38,74,20,Heat_Stress
69,39,53,14,Heat_Stress
71,37,75,23,Heat_Stress
75,40,54,13,Fever
56,39,60,26,Normal
55,42,78,21,Normal
74,40,50,27,Respiratory_Infection
48,38,67,22,Normal
100,38,76,12,Normal
61,39,63,13,Heat_Stress
82,39,76,13,Fever
71,39,118,12,Respiratory_Infection
26,37,54,21,Heat_Stress
70,38,84,12,Respiratory_Infection
84,39,99,19,Fever
62,39,69,27,Respiratory_Infection
45,39,79,19,Normal
45,37,64,20,Respiratory_Infection
67,40,64,34,Respiratory_Infection
76,38,59,18,Normal
89,39,53,18,Normal
60,38,90,23,Respiratory_Infection
54,36,66,26,Respiratory_Infection
56,38,62,15,Heat_Stress
72,37,56,14,Normal
71,38,80,19,Heat_Stress
71,37,75,23,Heat_Stress
89,40,89,13,Fever
87,39,81,12,Heat_Stress
74,40,44,13,Normal
65,39,58,18,Respiratory_Infection
60,39,74,26,Heat_Stress
93,39,90,22,Respiratory_Infection
72,40,65,31,Fever
64,39,48,17,Respiratory_Infection
58,40,88,22,Normal
68,39,88,18,Fever
78,38,104,25,Fever
80,38,79,16,Normal
84,37,65,12,Normal
50,39,89,19,Fever
75,38,64,21,Heat_Stress
58,40,86,34,Respiratory_Infection
68,37,51,22,Respiratory_Infection
63,37,70,26,Respiratory_Infection
88,40,51,10,Respiratory_Infection
82,39,56,23,Normal
101,39,84,32,Heat_Stress
76,41,41,34,Normal
58,40,62,18,Fever
65,41,92,21,Normal
82,38,41,14,Respiratory_Infection
69,39,58,10,Heat_Stress
76,38,74,24,Normal
68,39,31,20,Fever
84,37,94,22,Respiratory_Infection
62,39,76,14,Heat_Stress
65,39,69,21,Fever
64,39,77,19,Heat_Stress
95,40,86,15,Respiratory_Infection
58,39,96,24,Normal
71,37,63,20,Respiratory_Infection
72,41,81,19,Respiratory_Infection
69,39,75,15,Heat_Stress
54,36,87,15,Fever
53,40,51,24,Heat_Stress
89,39,31,19,Fever
71,39,71,16,Normal
69,39,87,20,Normal
97,37,86,26,Respiratory_Infection
85,41,43,11,Normal
77,36,68,26,Heat_Stress
80,38,76,20,Fever
65,38,64,25,Normal
86,41,80,23,Normal
80,39,74,24,Heat_Stress
73,40,83,22,Respiratory_Infection
104,39,61,8,Normal
94,36,83,26,Fever
51,38,66,10,Respiratory_Infection
74,38,89,12,Respiratory_Infection
66,40,86,20,Heat_Stress
73,39,81,20,Heat_Stress
84,38,62,16,Heat_Stress
73,39,60,16,Normal
91,39,97,26,Heat_Stress
83,38,71,19,Fever
70,37,42,21,Respiratory_Infection
55,39,57,20,Respiratory_Infection
100,39,66,31,Fever
70,38,79,20,Normal
67,40,57,21,Heat_Stress
62,39,73,27,Normal
96,37,64,24,Normal
82,37,88,18,Heat_Stress
69,37,74,18,Heat_Stress
55,37,69,15,Heat_Stress
58,37,49,26,Respiratory_Infection
57,38,90,19,Fever
68,38,57,12,Fever
68,39,46,22,Fever
82,39,66,17,Fever
79,40,98,24,Normal
82,37,95,13,Respiratory_Infection
48,39,80,24,Respiratory_Infection
53,37,55,16,Respiratory_Infection
79,36,78,19,Heat_Stress
85,39,52,22,Normal
59,38,47,19,Respiratory_Infection
40,39,53,16,Respiratory_Infection
72,37,39,14,Heat_Stress
57,40,90,19,Respiratory_Infection
47,37,70,10,Respiratory_Infection
59,37,56,19,Fever
57,38,46,18,Normal
62,38,59,32,Fever
95,38,66,15,Heat_Stress
71,37,57,15,Normal
85,38,32,23,Fever
48,39,67,12,Respiratory_Infection
88,37,77,27,Fever
48,38,71,14,Respiratory_Infection
71,36,77,14,Normal
75,40,44,14,Respiratory_Infection
81,39,90,24,Heat_Stress
82,39,85,29,Normal
76,40,64,16,Respiratory_Infection
52,41,82,21,Heat_Stress
45,38,63,17,Normal
72,40,61,26,Normal
84,42,71,25,Heat_Stress
64,39,51,17,Fever
101,40,79,15,Respiratory_Infection
78,38,69,23,Normal
68,39,64,20,Fever
70,38,65,19,Normal
88,38,64,23,Fever
69,38,97,29,Respiratory_Infection
110,38,80,18,Fever
71,39,82,17,Normal
37,38,58,28,Fever
32,40,52,15,Heat_Stress
66,37,81,20,Normal
56,40,72,17,Normal
81,40,68,21,Respiratory_Infection
62,39,90,23,Respiratory_Infection
76,38,39,13,Normal
92,37,57,19,Respiratory_Infection
77,38,58,23,Heat_Stress
84,42,71,25,Heat_Stress
58,38,78,23,Heat_Stress
89,39,31,19,Fever
79,39,62,27,Normal
72,38,50,15,Fever
60,38,89,16,Respiratory_Infection
89,39,67,26,Fever
84,39,61,23,Normal
79,37,62,21,Fever
76,38,32,2,Fever
56,37,74,15,Normal
66,39,52,14,Respiratory_Infection
62,38,71,24,Fever
96,37,41,23,Normal
87,38,71,22,Fever
70,37,71,15,Normal
70,39,70,11,Normal
67,39,59,17,Heat_Stress
85,39,47,18,Normal
40,37,53,13,Heat_Stress
69,39,83,19,Normal
87,38,92,12,Respiratory_Infection
65,38,66,18,Fever
54,40,59,31,Normal
87,38,61,23,Fever
100,39,72,17,Normal
76,39,42,13,Normal
61,37,55,16,Fever
74,38,69,12,Normal
61,39,51,22,Heat_Stress
67,40,53,19,Respiratory_Infection
45,39,85,25,Fever
73,40,36,18,Normal
40,37,53,13,Heat_Stress
60,40,61,35,Heat_Stress
64,38,71,18,Heat_Stress
77,38,26,15,Heat_Stress
59,39,74,12,Fever
69,39,80,18,Fever
72,39,50,31,Normal
34,40,80,30,Heat_Stress
69,38,39,13,Normal
106,38,87,20,Respiratory_Infection
74,39,72,25,Respiratory_Infection
97,39,67,14,Respiratory_Infection
67,39,65,24,Heat_Stress
86,37,66,17,Respiratory_Infection
53,41,98,31,Normal
101,39,53,15,Fever
66,38,92,23,Normal
45,37,73,16,Respiratory_Infection
95,38,68,20,Respiratory_Infection
70,38,92,21,Respiratory_Infection
67,37,34,21,Heat_Stress
48,39,65,17,Heat_Stress
58,39,105,12,Fever
54,40,61,30,Fever
77,40,39,18,Fever
76,37,62,20,Respiratory_Infection
60,40,106,11,Normal
66,39,52,14,Respiratory_Infection
64,37,74,7,Fever
52,38,71,24,Normal
76,39,84,18,Respiratory_Infection
72,37,39,14,Heat_Stress
33,37,83,14,Respiratory_Infection
73,39,81,20,Heat_Stress
81,40,59,23,Normal
39,38,63,12,Respiratory_Infection
83,40,92,15,Normal
59,41,74,24,Normal
71,39,75,24,Heat_Stress
80,37,89,22,Normal
79,41,74,20,Heat_Stress
66,38,73,17,Respiratory_Infection
61,39,48,24,Heat_Stress
52,38,71,25,Fever
35,40,65,18,Respiratory_Infection
86,41,79,28,Normal
74,37,64,12,Respiratory_Infection
61,39,68,17,Fever
89,40,89,13,Fever
84,40,94,19,Heat_Stress
60,38,65,12,Fever
84,42,71,25,Heat_Stress
81,40,58,28,Normal
81,38,78,12,Respiratory_Infection
57,40,88,16,Normal
65,39,71,21,Normal
81,39,83,23,Fever
63,37,66,19,Respiratory_Infection
66,38,64,17,Respiratory_Infection
61,38,61,31,Fever
62,38,69,15,Respiratory_Infection
61,39,51,22,Heat_Stress
64,39,60,26,Respiratory_Infection
51,39,69,25,Fever
56,38,80,31,Heat_Stress
95,37,58,13,Heat_Stress
83,37,64,28,Respiratory_Infection
75,41,52,26,Normal
63,38,66,16,Normal
57,38,41,12,Normal
72,38,31,16,Respiratory_Infection
77,38,71,18,Heat_Stress
68,40,76,25,Normal
70,37,60,12,Fever
68,38,59,22,Fever
91,39,70,19,Heat_Stress
50,37,57,19,Heat_Stress
49,40,64,19,Fever
77,38,69,18,Fever
49,39,38,27,Normal
71,40,66,14,Fever
76,38,102,16,Heat_Stress
61,38,73,26,Heat_Stress
58,40,54,27,Fever
31,39,61,9,Fever
88,38,82,13,Normal
75,40,73,17,Fever
54,41,58,22,Respiratory_Infection
56,39,87,23,Respiratory_Infection
44,38,78,29,Respiratory_Infection
70,39,55,24,Fever
54,37,83,17,Fever
60,38,65,12,Fever
75,39,55,22,Respiratory_Infection
71,37,69,12,Respiratory_Infection
76,39,78,21,Fever
68,36,59,28,Fever
72,37,39,14,Heat_Stress
68,37,78,8,Respiratory_Infection
68,38,88,15,Normal
77,39,100,20,Respiratory_Infection
56,38,91,14,Respiratory_Infection
88,38,63,28,Fever
55,38,54,13,Respiratory_Infection
77,39,69,24,Normal
98,40,64,19,Fever
60,37,62,29,Normal
85,38,73,21,Respiratory_Infection
71,39,89,27,Normal
56,39,76,15,Respiratory_Infection
89,39,47,25,Fever
71,39,53,10,Heat_Stress
68,38,71,31,Normal
55,39,65,10,Fever
52,39,78,21,Respiratory_Infection
49,37,70,17,Respiratory_Infection
57,39,60,23,Normal
79,35,56,29,Normal
77,40,53,20,Fever
58,38,53,22,Respiratory_Infection
92,37,57,19,Respiratory_Infection
63,38,58,21,Fever
70,39,77,24,Normal
80,40,89,27,Fever
70,36,68,20,Normal
81,38,49,17,Heat_Stress
93,39,78,15,Heat_Stress
75,40,71,21,Fever
84,38,73,25,Heat_Stress
66,39,100,19,Fever
78,40,81,24,Heat_Stress
60,39,37,23,Heat_Stress
69,41,30,20,Normal
58,39,84,15,Normal
69,41,90,19,Fever
57,39,77,24,Fever
39,38,68,22,Fever
71,40,72,18,Normal
76,40,44,18,Respiratory_Infection
68,39,64,20,Fever
79,38,83,11,Normal
78,41,58,23,Normal
82,39,56,25,Heat_Stress
95,40,86,15,Respiratory_Infection
39,39,70,17,Fever
69,37,52,24,Heat_Stress
71,37,31,10,Heat_Stress
87,39,82,14,Normal
82,39,56,29,Fever
64,39,60,22,Fever
48,39,73,21,Heat_Stress
87,41,56,29,Normal
99,38,50,19,Respiratory_Infection
94,39,65,28,Heat_Stress
67,38,64,17,Normal
49,39,73,14,Heat_Stress
63,41,65,24,Normal
69,39,70,17,Normal
53,40,82,18,Normal
63,40,76,19,Normal
73,39,65,28,Normal
83,39,57,16,Fever
70,38,76,17,Respiratory_Infection
82,37,62,12,Respiratory_Infection
64,40,46,21,Normal
71,40,54,21,Respiratory_Infection
71,39,50,25,Fever
59,39,71,15,Normal
83,39,84,17,Normal
62,39,60,14,Heat_Stress
73,40,70,18,Heat_Stress
77,36,84,24,Normal
87,39,71,21,Normal
78,38,53,22,Heat_Stress
85,39,79,14,Heat_Stress
82,37,69,23,Heat_Stress
54,41,66,15,Fever
42,37,44,30,Normal
62,39,64,20,Fever
77,36,68,26,Heat_Stress
48,39,69,23,Respiratory_Infection
72,39,71,6,Fever
85,39,71,22,Fever
81,39,72,25,Fever
88,40,72,18,Heat_Stress
66,40,86,20,Heat_Stress
83,39,57,16,Fever
90,40,70,13,Heat_Stress
80,39,63,12,Heat_Stress
59,38,57,15,Respiratory_Infection
80,40,75,17,Normal
63,38,86,28,Normal
48,39,73,21,Heat_Stress
59,41,55,14,Respiratory_Infection
81,39,115,18,Respiratory_Infection
81,39,78,22,Respiratory_Infection
87,39,88,23,Fever
83,38,81,27,Fever
73,41,75,31,Fever
68,36,45,25,Fever
93,39,91,17,Fever
64,40,58,19,Fever
80,39,87,18,Fever
86,39,51,21,Respiratory_Infection
66,38,75,20,Heat_Stress
71,40,87,23,Normal
59,39,72,16,Normal
95,38,75,19,Heat_Stress
74,42,79,28,Fever
89,39,47,25,Fever
61,38,59,22,Normal
77,39,81,10,Normal
79,39,73,27,Fever
58,38,80,19,Normal
58,39,93,25,Fever
78,37,51,25,Normal
85,39,40,20,Respiratory_Infection
57,37,82,25,Normal
65,38,45,18,Normal
51,38,41,18,Respiratory_Infection
49,40,77,25,Normal
73,40,77,9,Normal
86,39,66,17,Heat_Stress
87,39,85,34,Heat_Stress
75,41,68,16,Fever
54,41,64,22,Fever
79,39,45,24,Respiratory_Infection
50,36,47,23,Normal
69,41,77,11,Normal
70,39,29,25,Heat_Stress
49,39,50,17,Respiratory_Infection
82,39,56,29,Fever
77,39,58,23,Fever
82,39,63,13,Heat_Stress
64,38,50,20,Fever
85,39,65,16,Normal
61,39,65,8,Fever
35,37,49,19,Heat_Stress
69,38,45,16,Heat_Stress
64,39,60,26,Respiratory_Infection
52,40,74,24,Respiratory_Infection
72,39,60,29,Respiratory_Infection
90,39,63,15,Normal
57,38,54,22,Normal
58,41,85,25,Fever
62,39,71,22,Fever
89,39,71,18,Normal
76,39,66,19,Fever
70,38,90,26,Fever
63,40,51,26,Heat_Stress
80,38,80,27,Fever
74,38,73,18,Heat_Stress
71,37,54,24,Respiratory_Infection
71,38,76,26,Fever
62,39,111,9,Respiratory_Infection
77,40,67,33,Fever
90,40,68,22,Normal
90,38,62,25,Respiratory_Infection
82,39,66,17,Fever
39,37,67,25,Normal
68,39,80,23,Normal
69,37,68,19,Normal
53,38,52,17,Respiratory_Infection
72,39,67,13,Respiratory_Infection
55,40,65,11,Normal
64,38,78,23,Respiratory_Infection
76,37,73,20,Respiratory_Infection
86,39,66,17,Heat_Stress
77,40,76,14,Respiratory_Infection
43,38,59,21,Heat_Stress
80,40,63,16,Normal
64,39,73,22,Fever
64,39,82,26,Fever
76,38,66,12,Respiratory_Infection
84,38,65,18,Respiratory_Infection
82,38,84,11,Respiratory_Infection
52,40,63,6,Normal
51,38,66,6,Fever
68,39,64,20,Fever
71,37,71,26,Respiratory_Infection
44,39,102,22,Normal
84,42,71,25,Heat_Stress
57,36,68,10,Normal
86,39,66,17,Heat_Stress
85,37,105,22,Respiratory_Infection
62,40,71,21,Respiratory_Infection
61,39,89,18,Heat_Stress
75,38,78,15,Normal
67,39,59,17,Heat_Stress
35,38,57,20,Respiratory_Infection
62,39,60,14,Heat_Stress
56,38,80,31,Heat_Stress
67,39,65,24,Heat_Stress
86,39,52,20,Normal
61,39,65,8,Fever
84,37,70,30,Heat_Stress
62,39,64,12,Fever
69,37,50,15,Heat_Stress
79,37,92,31,Fever
81,38,97,22,Heat_Stress
79,38,70,28,Normal
81,39,79,21,Normal
64,40,64,16,Heat_Stress
70,41,42,26,Normal
85,37,67,27,Normal
59,37,89,16,Heat_Stress
92,38,81,24,Fever
96,38,64,14,Respiratory_Infection
68,38,59,26,Fever
85,40,77,15,Fever
69,37,71,26,Heat_Stress
72,39,66,20,Normal
72,38,76,22,Fever
77,41,68,4,Normal
77,39,58,21,Respiratory_Infection
79,36,74,4,Respiratory_Infection
61,37,65,18,Respiratory_Infection
69,37,50,15,Heat_Stress
74,38,69,15,Normal
74,42,79,28,Fever
60,39,64,18,Normal
73,40,83,22,Respiratory_Infection
40,37,53,13,Heat_Stress
58,39,63,12,Fever
80,40,48,17,Heat_Stress
84,41,95,17,Normal
75,38,66,22,Fever
99,39,33,11,Respiratory_Infection
68,40,70,23,Heat_Stress
90,37,50,31,Heat_Stress
69,39,65,23,Fever
58,39,49,18,Heat_Stress
45,37,45,13,Respiratory_Infection
74,39,62,32,Normal
69,37,64,21,Normal
90,38,53,22,Heat_Stress
80,38,80,16,Normal
70,37,28,21,Heat_Stress
54,40,51,2,Heat_Stress
63,39,101,17,Respiratory_Infection
81,38,41,25,Respiratory_Infection
90,40,83,19,Respiratory_Infection
46,39,79,23,Respiratory_Infection
50,39,89,19,Fever
91,38,66,17,Fever
89,37,62,21,Respiratory_Infection
62,39,60,14,Heat_Stress
91,39,97,26,Heat_Stress
49,38,68,13,Fever
66,40,86,20,Heat_Stress
53,38,77,23,Fever
78,39,72,20,Heat_Stress
91,37,57,20,Fever
85,37,64,23,Normal
64,40,64,16,Heat_Stress
73,40,79,14,Fever
78,36,52,12,Normal
84,40,36,18,Heat_Stress
77,40,39,18,Fever
79,37,92,31,Fever
81,37,70,18,Normal
88,39,52,26,Respiratory_Infection
87,39,102,19,Fever
61,39,66,17,Fever
61,39,66,17,Fever
56,39,76,15,Respiratory_Infection
50,41,64,25,Respiratory_Infection
60,38,77,18,Respiratory_Infection
92,37,122,19,Normal
51,39,100,15,Normal
80,39,87,18,Fever
78,39,78,20,Normal
45,39,59,22,Normal
69,38,65,26,Heat_Stress
63,37,70,26,Respiratory_Infection
62,38,82,13,Fever
54,39,64,27,Fever
69,38,48,20,Heat_Stress
94,39,65,28,Heat_Stress
91,39,65,23,Respiratory_Infection
44,35,89,27,Normal
51,38,81,8,Fever
83,39,59,26,Respiratory_Infection
83,39,56,24,Heat_Stress
43,40,50,17,Normal
49,37,66,12,Normal
68,40,70,23,Heat_Stress
67,40,57,21,Heat_Stress
77,37,79,21,Heat_Stress
59,39,76,18,Respiratory_Infection
75,38,66,22,Fever
33,41,76,19,Heat_Stress
71,37,68,30,Heat_Stress
59,38,60,23,Fever
76,39,64,16,Normal
46,41,53,16,Normal
93,39,101,18,Heat_Stress
67,40,57,21,Heat_Stress
56,38,29,23,Normal
90,40,73,15,Heat_Stress
92,40,66,26,Normal
67,38,68,24,Heat_Stress
89,41,66,26,Heat_Stress
45,37,76,21,Normal
66,38,73,26,Fever
59,39,74,12,Fever
66,40,50,23,Normal
46,38,41,27,Heat_Stress
79,36,78,19,Heat_Stress
71,38,81,11,Respiratory_Infection
83,39,56,24,Heat_Stress
50,37,68,17,Normal
75,41,67,17,Fever
71,40,50,24,Respiratory_Infection
72,38,75,9,Fever
103,38,90,17,Fever
70,37,28,21,Heat_Stress
101,39,84,32,Heat_Stress
88,38,83,16,Heat_Stress
73,39,94,25,Fever
81,38,58,11,Normal
66,38,75,20,Heat_Stress
88,41,80,28,Fever
62,39,60,24,Fever
78,38,103,17,Heat_Stress
63,37,83,22,Fever
92,40,70,19,Respiratory_Infection
88,39,70,14,Normal
70,39,84,13,Normal
88,38,77,16,Normal
69,37,57,12,Normal
90,41,53,15,Respiratory_Infection
53,38,68,8,Fever
54,39,53,25,Respiratory_Infection
74,41,40,27,Heat_Stress
74,38,73,9,Normal
87,39,49,8,Normal
78,38,85,23,Respiratory_Infection
59,36,39,15,Fever
84,38,62,16,Heat_Stress
100,37,62,22,Heat_Stress
57,39,59,13,Normal
82,38,68,20,Heat_Stress
54,39,79,23,Respiratory_Infection
50,39,83,13,Respiratory_Infection
66,39,53,18,Normal
70,40,56,21,Respiratory_Infection
60,40,61,35,Heat_Stress
70,37,83,18,Respiratory_Infection
69,39,75,15,Heat_Stress
75,37,73,20,Respiratory_Infection
71,38,76,23,Normal
79,39,80,22,Normal
59,40,57,13,Fever
54,37,67,23,Heat_Stress
69,39,32,25,Normal
74,39,80,21,Heat_Stress
66,39,70,15,Normal
76,38,102,16,Heat_Stress
48,40,73,24,Normal
59,40,58,21,Normal
69,38,63,19,Normal
82,38,76,18,Heat_Stress
72,39,60,22,Heat_Stress
77,39,100,20,Respiratory_Infection
87,38,71,22,Fever
61,37,31,20,Respiratory_Infection
70,39,50,21,Fever
60,38,77,18,Respiratory_Infection
67,38,84,18,Normal
43,38,70,10,Fever
81,37,59,17,Respiratory_Infection
62,38,100,21,Normal
74,38,70,24,Heat_Stress
79,41,68,24,Heat_Stress
50,40,62,18,Heat_Stress
64,38,71,18,Heat_Stress
64,38,71,18,Heat_Stress
98,40,64,19,Fever
90,39,41,23,Normal
70,39,29,25,Heat_Stress
71,37,53,14,Fever
89,38,69,26,Normal
46,37,56,23,Respiratory_Infection
67,37,34,21,Heat_Stress
91,38,66,17,Fever
45,39,39,10,Normal
72,39,60,22,Heat_Stress
67,37,52,26,Respiratory_Infection
67,38,63,26,Respiratory_Infection
96,38,58,21,Heat_Stress
68,37,31,15,Respiratory_Infection
49,40,83,15,Respiratory_Infection
83,37,42,25,Fever
76,39,65,17,Normal
68,40,51,14,Fever
72,39,60,22,Heat_Stress
81,38,55,21,Respiratory_Infection
81,41,74,29,Heat_Stress
85,40,57,28,Heat_Stress
99,38,50,19,Respiratory_Infection
76,37,103,26,Normal
67,37,76,21,Respiratory_Infection
57,38,46,13,Fever
56,39,77,23,Normal
95,39,100,19,Respiratory_Infection
91,39,79,14,Normal
69,37,77,12,Normal
58,38,93,21,Respiratory_Infection
87,37,82,23,Respiratory_Infection
54,37,67,23,Heat_Stress
73,38,73,9,Fever
68,41,84,32,Fever
83,39,77,23,Fever
81,39,70,21,Heat_Stress
62,39,85,17,Fever
56,41,66,12,Normal
62,38,76,26,Respiratory_Infection
89,36,95,15,Normal
57,39,62,27,Normal
93,40,68,18,Heat_Stress
80,41,52,19,Fever
63,39,44,21,Heat_Stress
85,39,71,22,Fever
56,39,61,22,Respiratory_Infection
66,38,95,25,Heat_Stress
70,37,60,12,Fever
56,38,48,18,Fever
95,39,74,18,Normal
100,39,66,31,Fever
58,38,53,13,Normal
58,39,63,12,Fever
95,38,66,15,Heat_Stress
95,37,59,18,Respiratory_Infection
71,38,71,14,Normal
61,38,64,24,Normal
62,38,89,14,Heat_Stress
64,38,55,22,Fever
63,38,48,23,Normal
69,37,50,15,Heat_Stress
88,38,63,28,Fever
52,39,63,12,Fever
69,42,85,18,Normal
71,37,52,13,Respiratory_Infection
58,38,78,23,Heat_Stress
109,36,85,16,Fever
69,39,69,18,Respiratory_Infection
77,37,79,21,Heat_Stress
76,36,66,25,Respiratory_Infection
79,40,93,18,Respiratory_Infection
72,40,79,14,Respiratory_Infection
62,39,71,22,Fever
74,37,45,14,Respiratory_Infection
58,38,60,23,Fever
61,39,77,21,Respiratory_Infection
88,42,66,15,Fever
64,38,50,20,Fever
101,39,53,15,Fever
88,38,81,19,Heat_Stress
58,38,64,12,Fever
42,39,43,21,Normal
71,38,73,14,Fever
69,39,67,26,Normal
85,39,40,20,Respiratory_Infection
74,38,82,24,Normal
63,40,73,14,Normal
53,37,87,19,Normal
58,38,72,13,Fever
99,40,67,12,Normal
87,38,94,20,Respiratory_Infection
61,41,53,24,Fever
64,39,77,19,Heat_Stress
91,37,57,20,Fever
79,37,74,12,Normal
91,38,66,17,Fever
88,40,48,22,Respiratory_Infection
91,40,56,22,Normal
68,38,64,17,Fever
64,39,73,22,Fever
81,38,69,30,Respiratory_Infection
79,39,88,14,Fever
58,39,96,30,Heat_Stress
88,38,95,18,Normal
69,38,32,17,Fever
93,37,74,22,Respiratory_Infection
83,36,56,13,Heat_Stress
83,38,53,15,Normal
81,37,62,29,Fever
87,37,70,35,Heat_Stress
64,39,82,26,Fever
57,38,82,16,Normal
48,38,71,14,Respiratory_Infection
84,38,65,29,Respiratory_Infection
73,40,47,10,Heat_Stress
68,38,83,28,Normal
63,38,100,21,Normal
59,39,79,9,Respiratory_Infection
79,39,73,27,Fever
65,38,56,21,Normal
68,41,84,32,Fever
62,36,61,21,Normal
86,40,62,25,Fever
72,38,60,24,Normal
53,36,66,15,Heat_Stress
64,38,71,18,Heat_Stress
74,40,89,25,Normal
52,38,75,14,Heat_Stress
72,37,81,14,Fever
110,37,81,15,Normal
92,38,80,14,Fever
83,38,54,15,Respiratory_Infection
74,40,34,27,Respiratory_Infection
59,39,65,25,Normal
47,37,62,29,Respiratory_Infection
68,39,88,18,Fever
83,37,42,25,Fever
76,40,96,31,Heat_Stress
72,39,60,22,Heat_Stress
48,37,58,21,Normal
69,39,69,24,Heat_Stress
93,36,42,29,Heat_Stress
57,37,36,24,Heat_Stress
46,37,56,23,Respiratory_Infection
85,38,52,13,Fever
71,38,80,19,Heat_Stress
66,38,75,20,Heat_Stress
57,37,36,24,Heat_Stress
55,37,69,15,Heat_Stress
65,40,55,20,Normal
68,39,63,27,Heat_Stress
92,37,84,25,Heat_Stress
61,39,51,22,Heat_Stress
71,37,68,21,Heat_Stress
52,39,60,17,Normal
